location_id,Latitude,Longitude
140,58.12127,26.07798
141,58.12244,27.5728
142,58.33042,27.47979
143,58.3832,27.43058
144,58.45263,27.43439
145,58.44462,27.28937
146,58.58822,27.43486
147,58.91518,27.23608
148,57.94221,27.34659
149,57.96305,26.66403
150,57.7127,26.50095
151,57.72932,26.92051
152,57.63549,27.08488
153,57.58591,27.09136
154,58.00357,26.39602
155,58.03845,26.46287
156,58.12983,26.51727
157,58.19713,26.57168
158,58.23106,26.40436
159,57.9057,25.86087
160,57.90096,25.87293
161,58.2761,25.69015
162,58.35718,25.60305
163,66.48714,26.60941
164,66.43307,26.54973
165,66.31871,26.94662
166,66.22537,26.4839
167,66.91257,27.0612
168,58.12309,27.57413
169,58.23229,27.48778
170,58.33055,27.47955
171,58.3406,24.42038
172,58.26832,24.31603
173,58.21898,24.30587
174,58.24848,24.44827
175,58.29872,24.47588
176,58.38857,24.47085
177,58.38863,24.4931
178,-35.41002,148.2935
179,-35.411931,148.250891
180,-35.45072,148.27652
181,-35.4534792,148.2757219
182,-35.48077,148.2507
183,-35.4818989,148.2466599
184,-35.52908,148.25539
185,-35.5297887,148.2649
186,-35.5282762,148.2632862
187,-34.2035483,140.4324001
188,-34.203198,140.432197
189,-34.2172036,140.4517303
190,-34.2174617,140.4511499
191,-34.24198,140.4540417
192,-34.2418531,140.4545178
193,-34.99883,148.60324
194,-34.9987166,148.6037855
195,-34.9991703,148.6031016
196,-34.9640027,148.6927805
197,-34.964675,148.692872
198,-34.926009,148.7318416
199,-34.92384,148.732347
200,-34.914661,148.7915572
201,-34.91491,148.791602
202,-35.023765,148.646157
203,-35.023107,148.645587
204,-36.569212,147.540042
205,-36.6018601,147.5329733
206,-36.576366,147.5741432
207,-36.5565316,147.6060067
208,-36.0540579,148.6819566
209,-36.0647281,148.7320733
210,-36.105928,148.73435
211,-36.146002,148.766988
212,-36.09841,147.05188
213,-36.09865,147.05177
214,-36.09888,147.04694
215,-36.09825,147.0515
216,-36.09873,147.0517
217,-36.09876,147.0521
218,-36.0999724,147.047315
219,-36.097542,147.053005
220,-36.2056,147.07917
221,-36.20418,147.07862
222,-36.20385,147.07837
223,-36.20475,147.07813
224,-36.2045,147.07792
225,-36.2027752,147.079036
226,-36.12779,147.0402
227,-36.12826,147.03991
228,-36.1281,147.03998
229,-36.12817,147.03978
230,-36.12808,147.03985
231,-36.1277,147.0402
232,-36.1271413,147.0403382
233,-36.0103,147.09025
234,-36.00871,147.09095
235,-36.00962,147.09083
236,-36.00894,147.09061
237,-36.01109,147.09016
238,-36.00955,147.0894
239,-36.0099419,147.0887045
240,-36.11009,147.03462
241,-36.11042,147.03538
242,-36.11066,147.03447
243,-36.11091,147.0343
244,-36.1086241,147.0326993
245,-36.4223441,148.6332421
246,-36.4222496,148.6332799
247,-36.3814551,148.6358018
248,-36.3837296,148.6314776
249,-36.363422,148.629688
250,-36.3592959,148.6315978
251,-36.316158,148.624703
252,-36.3161488,148.6251367
253,-36.3480453,148.6181072
254,-36.3473022,148.61713460000001
255,-35.2964142,149.1018958
256,-35.2880864,149.0976313
257,-35.40916111,149.0663889
258,-32.2550099,142.4343434
259,-32.2755141,142.4574621
260,-32.27519,142.457474
261,-32.3021633,142.4608995
262,-32.2947324,142.4665283
263,-32.305437,142.4852025
264,-32.302541,142.484544
265,-33.9443456,141.2447667
266,-33.9850771,141.2748661
267,-34.0315863,141.2963166
268,-34.238669,140.3653553
269,-34.2312038,140.3679337
270,-34.2342,140.3818997
271,-2.896861,-64.980194
272,-2.894444,-64.977444
273,-2.889556,-64.975222
274,-2.984667,-64.925306
275,-2.988889,-64.935139
276,-2.999194,-64.947
277,-21.7607222222,-48.9815277778
278,-21.8136944444,-48.991
279,-21.8509444444,-48.9411388889
280,-21.9105277778,-48.8918055556
281,-21.7610555556,-48.9850277778
282,-21.78425,-48.9627777778
283,-21.8139472222,-48.9921694444
284,-21.8448888889,-48.9655555556
285,-21.8506944444,-48.9407777778
286,-21.9103055556,-48.8918055556
287,-21.8694444444,-48.9018333333
288,-21.8886944444,-48.8995
289,-2.26158333,-55.12447222
290,-2.26105556,-55.21336111
291,-2.24461111,-55.24080556
292,-2.05363889,-55.63755556
293,-2.11675,-55.61755556
294,-2.10480556,-55.86488889
295,-2.13538889,-55.71980556
296,-2.13363889,-55.39580556
297,-2.17833333,-55.35516667
298,-2.23861111,-55.33866667
299,-2.26222222,-55.45569444
300,-2.25688889,-55.39830556
301,-1.94522222,-55.59375
302,-1.94977778,-55.57233333
303,-24.6587189985,-54.2711417934
304,-24.6937287783,-54.1822006627
305,-24.6822208879,-54.196282146
306,-24.6733271244,-54.2211290604
307,-24.6829743714,-54.2418497324
308,-24.6818719815,-54.2052639327
309,-24.6893270031,-54.2089446415
310,-24.6836357357,-54.2253274122
311,-24.6710364356,-54.2659624704
312,-24.6776121471,-54.2624779678
313,-24.6702056565,-54.278688606
314,-24.6761795992,-54.25478244
315,50.79173333,-96.76238333
316,50.84631667,-96.76891667
317,50.97446667,-96.87501667
318,50.73363333,-96.92925
319,50.69656667,-96.7898
320,51.7748,-96.86378333
321,51.86291667,-96.93746667
322,52.00035,-97.042
323,52.0085,-97.18515
324,52.12086667,-97.12893333
325,52.26676667,-97.19201667
326,52.43375,-97.33776667
327,52.64205,-97.73355
328,52.79573333,-97.5633
329,53.02481667,-97.69951667
330,53.2006,-97.63263333
331,53.17083333,-97.83785
332,41.69777778,-83.49416667
333,41.73633333,-83.37266667
334,41.754,-83.20966667
335,41.67166667,-83.17016667
336,41.7185,-83.03533333
337,41.56966667,-82.909666669999993
338,41.46833333,-82.70833333
339,41.75583333,-82.735
340,41.821,-82.96933333
341,41.94316667,-83.043
342,41.9215,-82.75466667
343,41.97616667,-82.62166667
344,41.92416667,-82.46766667
345,41.98766667,-82.43666667
346,41.935,-81.64133333
347,53.83335,-98.50061667
348,53.6625,-98.48315
349,41.98333333,-82.62472222
350,53.59975,-98.92546667
351,53.2125,-99.23275
352,41.79138889,-83.33333333
353,41.73361111,-83.38555556
354,41.825,-82.975
355,41.65861111,-82.81666667
356,41.51861111,-82.64
357,53.2046,-98.61611667
358,53.07503333,-98.20003333
359,52.86605,-98.25038333
360,52.82113333,-98.49631667
361,42.58194444,-79.92805556
362,42.58444444,-79.91305556
363,42.71722222,-80.25
364,42.84472222,-79.57361111
365,52.6374,-98.32433333
366,52.64156667,-97.73303333
367,52.24123333,-97.62926667
368,52.17096667,-97.85395
369,52.10373333,-97.41648333
370,50.69578333,-96.79133333
371,50.51786667,-96.83475
372,50.84595,-96.76888333
373,50.97456667,-96.87556667
374,50.7329,-96.92926667
375,50.63346667,-96.95006667
376,51.02221667,-96.58295
377,51.1393,-96.42628333
378,51.21681667,-96.72413333
379,51.33791667,-96.57896667
380,51.44183333,-96.63431667
381,51.77436667,-96.86243333
382,52,-97.042
383,52.12123333,-97.12931667
384,52.26713333,-97.1917
385,52.43338333,-97.33703333
386,41.93611111,-81.65083333
387,42.09777778,-82.14194444
388,41.99055556,-82.43805556
389,41.92833333,-82.46944444
390,41.51916667,-82.63972222
391,41.98305556,-82.62472222
392,41.92472222,-82.75861111
393,41.75944444,-82.73666667
394,41.65888889,-82.81611111
395,41.60805556,-82.92416667
396,41.46972222,-82.71361111
397,41.49972222,-82.5
398,41.468,-82.70933333
399,41.4505,-82.43533333
400,41.50033333,-82.5
401,41.61666667,-82.55066667
402,41.80033333,-82.284
403,41.95016667,-83.04266667
404,41.96783333,-83.204
405,41.86666667,-83.19266667
406,41.84,-83.28533333
407,41.7545,-83.217
408,41.67133333,-83.17083333
409,52.30269,5.10699
410,52.20096,5.05959
411,52.21624,5.06175
412,52.17336,5.06178
413,52.21044,5.07541
414,52.18365,5.08337
415,52.22546,5.05888
416,52.20593,5.02154
417,52.2022,5.0206
418,52.2772,5.0701
419,52.17486,4.99403
420,52.2727,5.0808
421,52.23297,5.06738
422,52.23385,5.07971
423,52.2265,5.05816
424,52.23229,5.05798
425,52.26259,5.05992
426,52.27417,5.06468
427,52.21465,5.04428
428,52.21051,5.04229
429,-32.766686,-56.398222
430,-32.730417,-56.425556
431,-32.703056,-56.413056
432,-32.690556,-56.418056
433,-32.675556,-56.431667
434,-32.66401,-56.3264
435,-32.639292,-56.396217
436,-32.836667,-56.335278
437,-32.802778000000004,-56.3375
438,-32.810833,-56.342222
439,-32.809444,-56.374167
440,-33.046222,-57.378333
441,-33.057194,-57.395528
442,-33.06625,-57.412083
443,-33.084889,-57.411583
444,-33.114722,-57.414972
445,-33.086083,-57.460583
446,-33.115194,-57.455194
447,-33.068278,-57.448028
448,-33.109278,-57.340556
449,-33.073139,-57.304833
450,-33.063556,-57.322806
451,-33.053556,-57.365472
452,-33.041444,-57.359444
453,-33.069917,-57.438472
454,-33.091191,-57.437602
455,-33.066766,-57.459555
456,-33.076484,-57.436548
457,-33.084445,-57.431007
458,-33.090448,-57.322506
459,-33.073481,-57.352654
460,-33.066949,-57.387696
461,-33.084676,-57.368898
462,-33.085,-57.372778
463,-33.068014,-57.413335
464,42.76192,-70.83772
465,42.758540000000004,-70.82822
466,42.74668,-70.82003
467,42.73758,-70.802
468,42.73369,-70.80152
469,42.69205,-70.76372
470,42.694,-70.781
471,42.70951,-70.79384
472,42.7114,-70.8085
473,42.72,-70.813
474,42.724850000000004,-70.85501
475,42.729,-70.84537
476,42.73193,-70.83803
477,42.72696,-70.80878
478,42.75001,-70.82147
479,42.74165,-70.81526
480,42.7252,-70.85492
481,42.76288,-70.84653
482,42.78984,-70.81089
483,42.81269,-70.85472
484,42.81345,-70.86009
485,42.81702,-70.84015
486,42.80951,-70.82726
487,47.5955,9.52267
488,47.57053,9.52207
489,47.57021,9.48503
490,47.59482,9.48413
491,47.58231,9.50279
492,47.59567,9.52322
493,47.59557,9.52024
494,47.59339,9.52365
495,47.59352,9.52108
496,47.5945,9.52228
497,47.5701,9.5234
498,47.57036,9.52038
499,47.56846,9.52287
500,47.56871,9.52042
501,47.56954,9.5218
502,47.57063,9.4856
503,47.57045,9.4832
504,47.56884,9.48569
505,47.56887,9.48301
506,47.56957,9.48438
507,47.59581,9.48614
508,47.59597,9.48324
509,47.59377,9.48615
510,47.59412,9.48354
511,47.59516,9.48476
512,47.58302,9.50451
513,47.58324,9.50155
514,47.58135,9.50451
515,47.5812,9.50185
516,47.58244,9.50333
517,47.59539,9.52304
518,47.59565,9.52076
519,47.5936,9.52303
520,47.59373,9.52071
521,47.59467,9.52179
522,47.57036,9.52324
523,47.57045,9.52045
524,47.56864,9.52329
525,47.56857,9.52057
526,47.56948,9.52197
527,47.57052,9.48585
528,47.57055,9.48316
529,47.56876,9.48599
530,47.56962,9.48455
531,47.59587,9.4861
532,47.5958,9.4834
533,47.59398,9.48614
534,47.59399,9.48353
535,47.594970000000004,9.48473
536,47.58315,9.50456
537,47.58315,9.50194
538,47.58132,9.50451
539,47.58131,9.50197
540,47.58225,9.50332
541,47.64326,9.37115
542,47.6324,9.38888
543,47.61753,9.40097
544,47.61159,9.41347
545,47.58709,9.43172
546,47.6429,9.42497
547,47.63498,9.41954
548,47.62086,9.43725
549,47.61174,9.4611
550,47.57645,9.44903
551,47.5607,9.47291
552,47.56078,9.47273
553,47.60069,9.46465
554,47.57309,9.48996
555,47.5854,9.47532
556,47.55906,9.50916
557,47.54162,9.51566
558,45.7041111111111,10.0647222222222
559,45.7279444444444,10.0764166666667
560,45.6819444444444,10.0534166666667
561,45.6709722222222,9.978
562,45.6677222222222,10.0064444444444
563,45.671793,9.97474
564,45.668002,9.990743
565,45.670953,10.044856
566,45.6711,10.0142
567,45.6706,10.02033
568,45.6789,10.0667
569,45.7061,10.0647
570,45.7289,10.0667
571,45.4955,10.5893
572,45.4989,10.59
573,45.50147222,10.64730556
574,45.48755556,10.64111111
575,45.50347222,10.61594444
576,45.84583333,10.84580278
577,45.83111111,10.84108333
578,45.86633333,10.8485
579,45.5009444444444,10.5306388888889
580,46.05346,9.28123
581,46.01701,9.26893
582,46.00335,9.25395
583,45.97721,8.63624
584,45.98586,8.63495
585,45.478052,10.60404
586,45.482222,10.598119
587,45.497947,10.612739
588,45.487067,10.619959
589,45.1629167,10.7688333
590,45.161305,10.7670555
591,45.16097,10.760416
592,45.16083,10.749333
593,45.160194,10.736527
594,45.16075,10.7501
595,45.16211389,10.76201667
596,45.16515556,10.774225
597,45.16835556,10.78295278
598,45.16453056,10.78440833
599,45.154763,10.804865
600,45.164038,10.800548
601,45.49511111,10.60075
602,45.49405556,10.5995
603,45.49355556,10.59763889
604,45.49677778,10.59916667
605,45.49775,10.59738889
606,45.4996388888889,10.5276388888889
607,45.5090833333333,10.5424166666667
608,45.5156666666667,10.5593055555556
609,45.5140833333333,10.5728888888889
610,45.5029444444444,10.5811388888889
611,45.4938888888889,10.5733055555556
612,45.4951111111111,10.5551944444444
613,45.9339,8.508583333
614,45.91135,8.543766667
615,45.89703333,8.560466667
616,45.91366667,8.588816667
617,45.9264,8.607208333
618,45.95425833,8.620947222
619,45.94916667,8.632983333
620,45.1675916666667,10.7955277777778
621,45.1645555555556,10.801725
622,45.1575,10.8050277777778
623,45.1501694444444,10.8098333333333
624,45.16154,10.72896
625,45.16045,10.75335
626,45.16213,10.76245
627,45.16945,10.78525
628,45.15835,10.77495
629,43.12235,12.13445
630,43.1481,12.1278
631,43.1358,12.1031
632,43.1111,12.1239
633,45.50264,10.52413
634,45.502897,10.5272729
635,45.5075643,10.5398841
636,45.4980819,10.5424078
637,45.510555600000004,10.5438888
638,45.5038889,10.5383333
639,45.4902778,10.54722222
640,45.551274,10.665806
641,45.503805560000004,10.54011111
642,45.49794444,10.536972219999999
643,45.49444444,10.53019444
644,45.49577,10.542055
645,45.486704,10.59868
646,45.490046,10.519629
647,45.495578,10.53296
648,45.501984,10.531878
649,45.501262,10.51962
650,45.496685,10.520858
651,45.491655,10.52548
652,45.53602,10.61426
653,45.54943,10.66622
654,45.55011,10.66632
655,45.52671,10.72795
656,45.09,10.46
657,45.496306,10.518287
658,45.502465,10.52137
659,45.503369,10.537631
660,45.496395,10.532644
661,45.52961111,10.60972222
662,45.49486111,10.54522222
663,45.49730556,10.56152778
664,45.50441667,10.55111111
665,45.5045,10.53666667
666,45.49827778,10.527
667,45.50008333,10.5295
668,45.50497222,10.54552778
669,45.49583333,10.54263889
670,45.49311111,10.53302778
671,45.494567,10.528261
672,45.498035,10.5238
673,45.493699,10.523002
674,45.464889,10.696833
675,45.4821295,10.7076535
676,45.4885805,10.7133355
677,45.5086405,10.725451
678,45.5265895,10.717617
679,45.5221755,10.720099
680,45.5120215,10.7240565
681,45.5093355,10.7027685
682,45.509323,10.697488
683,45.5092755,10.6645895
684,45.508027,10.635997
685,45.5073605,10.6239405
686,45.5070415,10.6135235
687,45.505828,10.6054845
688,45.48484,10.592108
689,45.480429,10.5774445
690,45.473963,10.558023
691,45.4709985,10.548077
692,45.544203,10.718247
693,45.541357,10.717698
694,45.535747,10.7188645
695,45.5302845,10.724726
696,45.524685,10.7216405
697,45.514152,10.722122
698,45.508656,10.7259525
699,45.505427,10.730708
700,45.5011655,10.726633
701,45.490923,10.7154555
702,45.487757,10.712134
703,45.448303,10.6903135
704,45.50578,10.646965
705,45.504815,10.67507
706,45.50421,10.685
707,45.504055,10.692515
708,45.503465,10.705335
709,45.50294,10.709925
710,45.503185,10.703235
711,45.5036,10.695655
712,45.50451,10.684745
713,45.50467,10.68112
714,45.505265,10.66918
715,45.50642,10.63967
716,45.50703,10.624365
717,45.50307,10.601605
718,45.494645,10.59903
719,45.491985,10.606135
720,45.48714,10.599495
721,45.479085,10.57708
722,45.47411,10.561985
723,45.47124,10.550755
724,45.53571,10.71330833
725,45.52948,10.72000833
726,45.52388,10.72126667
727,45.52253,10.71920833
728,45.51451,10.71809167
729,45.5074,10.719775
730,45.50417,10.7234
731,45.50238,10.72443333
732,45.49376,10.71379167
733,45.4848,10.70349167
734,45.47005,10.68953333
735,45.45768333,10.68723333
736,45.4862305,10.5980505
737,45.4839745,10.593987
738,45.4789165,10.580956
739,45.4767645,10.573787
740,45.4733525,10.560347
741,45.4719225,10.554144
742,45.4706765,10.54825
743,45.5694,10.701725
744,45.552725,10.703875
745,45.54118333,10.717775
746,45.53899167,10.71729167
747,45.53715,10.71331667
748,45.513975,10.71849167
749,45.50323333,10.72510833
750,45.50203333,10.721925
751,45.5008,10.69775833
752,45.5004,10.67973333
753,45.500275,10.667925
754,45.50083333,10.653075
755,45.5014,10.64094167
756,45.50263333,10.61258333
757,45.491775,10.59223333
758,45.48858333,10.60366667
759,45.48655833,10.60181667
760,45.4755,10.58416667
761,45.47503333,10.57931667
762,45.47025833,10.55449167
763,45.46893333,10.54148333
764,45.492816,10.604446
765,45.504968,10.713896
766,45.504183,10.725398
767,45.505308,10.73072
768,45.57116,10.702596
769,45.541865,10.717583
770,45.531108,10.716333
771,45.50541,10.730698
772,45.500616,10.704851
773,45.499923,10.682705
774,45.500528,10.663083
775,45.501176,10.652146
776,45.502796,10.633338
777,45.505196,10.607883
778,45.478008,10.571795
779,45.472196,10.549318
780,45.935,8.583
781,45.912,8.556
782,45.902,8.527
783,45.895,8.534
784,45.886,8.547
785,45.883,8.557
786,45.879,8.566
787,45.853,8.577
788,45.823,8.576
789,45.814,8.572
790,45.794,8.559
791,45.775,8.561
792,43.1223,12.1344
793,43.1611,12.1413
794,43.15,12.16888
795,43.1198,12.14379
796,43.1182,12.14685
797,45.491833,10.575666
798,45.52,10.601833
799,45.507833,10.654833
800,45.671873,10.044059
801,45.723006,10.066352
802,45.766696,10.056288
803,45.806965,10.083335
804,46.056514,9.281901
805,45.983822,9.245474
806,45.97506,9.280903
807,45.976019,8.634333
808,43.140015,12.130005
809,43.120087,12.092132
810,45.16108333,10.72947222
811,45.16205556,10.76183333
812,45.16969444,10.78477778
813,45.16086944,10.80893333
814,45.16924722,10.78131111
815,45.16478889,10.78213056
816,45.16345278,10.77906389
817,45.15983611,10.765525
818,45.16126944,10.75425278
819,45.16667778,10.77680556
820,45.16358333,10.77708333
821,45.16221111,10.76177778
822,45.526031,10.5985823
823,45.50501,10.626064
824,45.470428,10.639034
825,43.121513,12.136531
826,43.122577,12.119961
827,45.4915,10.5335
828,45.501,10.5393
829,45.963333,8.640833
830,45.958056,8.636111
831,45.9575,8.634722
832,39.618,9.24403333333333
833,39.63075,9.21425
834,39.6263166666667,9.25386666666667
835,39.6074666666667,9.25368333333333
836,39.6194,9.24525
837,39.63205,9.21448333333333
838,39.6003166666667,9.25001666666667
839,39.6333666666667,9.20035
840,39.61725,9.23341666666667
841,39.6302333333333,9.26623333333333
842,43.140438,12.121085
843,43.121513,12.135817
844,43.105015,12.156729
845,43.1495333333333,12.0492
846,43.1704,12.1226833333333
847,43.1492,12.1137666666667
848,43.1223166666667,12.1348
849,43.10445,12.1773833333333
850,41.45017,-96.5606
851,41.4498,-96.56363
852,41.45073,-96.5695
853,41.45053,-96.57692
854,41.44907,-96.5709
855,41.43837,-96.54097
856,41.4394,-96.54592
857,41.44202,-96.55752
858,41.44992,-96.57977
859,41.22194,-101.69028
860,41.22806,-101.75306
861,41.24861,-101.81861
862,41.26972,-101.885
863,41.28278,-101.94472
864,41.23057,-101.66532
865,41.22242,-101.66436
866,41.21189,-101.66596
867,41.21344,-101.66298
868,41.21615,-101.65454
869,41.21357,-101.6381
870,41.21129,-101.63963
871,41.43662,-96.54927
872,41.43663,-96.54925
873,41.43943,-96.5358
874,40.98313,-96.85313
875,40.97599,-96.85202
876,40.96697,-96.85889
877,40.96216,-96.87053
878,40.96142,-96.87796
879,40.96626,-96.88846
880,40.96914,-96.87637
881,40.97428,-96.87242
882,40.98652,-96.88284
883,40.98439,-96.86225
884,40.98237,-96.85338
885,40.97693,-96.85112
886,40.96713,-96.85747
887,40.96439,-96.86354
888,40.96098,-96.86824
889,40.96083,-96.87837
890,40.96559,-96.88969
891,40.96877,-96.8771
892,40.96991,-96.87265
893,40.9738,-96.87233
894,40.98628,-96.88173
895,40.9803,-96.86454
896,40.98408,-96.86123
897,40.97801,-96.85798
898,40.9702,-96.85685
899,40.96532,-96.88928
900,40.96849,-96.87707
901,40.97044,-96.86675
902,40.9766,-96.85166
903,40.98283,-96.85301
904,40.96645,-96.8583
905,40.96476,-96.86405
906,40.96046,-96.87209
907,40.96089,-96.87818
908,44.59622,-87.95273
909,44.61521,-87.89808
910,44.59682,-87.95341
911,44.5816,-87.97846
912,44.59468,-87.99774
913,44.53722,-88.00648
914,44.74175,-87.32926
915,44.5802,-87.44379
916,44.44255,-87.4976
917,44.45037,-87.4632
918,44.51927,-87.41541
919,44.5887,-87.34493
920,44.59567,-87.95292
921,44.65283,-87.90082
922,44.74854,-87.7931
923,44.85613,-87.66492
924,43.0806,-88.9325
925,43.07256,-88.92804
926,43.08827,-88.92874
927,42.55983,-88.54165
928,42.56783,-88.49973
929,42.57106,-88.45276
930,46.03649,-89.67038
931,46.02681,-89.67933
932,46.06101,-89.66447
933,45.93246,-89.51977
934,45.93213,-89.5348
935,45.93703,-89.50202
936,45.85681,-89.51919
937,45.95482,-89.83497
938,45.95156,-89.85186
939,45.93653,-89.82586
940,46.12986,-89.12543
941,46.13144,-89.08956
942,46.12814,-89.14101
943,45.67817,-88.98133
944,45.68749,-88.97905
945,45.67046,-88.98801
946,45.54031,-88.90377
947,45.55379,-88.90531
948,45.52993,-88.90288
949,45.50332,-89.19541
950,45.51121,-89.17763
951,45.51085,-89.21371
952,45.72491,-91.48252
953,45.7119,-91.5017
954,45.70339,-91.50582
955,45.89087,-91.46308
956,45.89039,-91.44081
957,45.89772,-91.39736
958,45.93523,-91.16009
959,45.96172,-91.17016
960,45.92926,-91.22185
961,43.08029,-88.9323
962,43.08895,-88.92897
963,43.07268,-88.92884
964,42.55873,-88.54
965,42.56583,-88.50374
966,42.57122,-88.45619
967,43.81022,-88.99813
968,43.79259,-89.05244
969,43.82638,-88.96589
970,43.5843,-88.93406
971,43.59275,-88.91961
972,43.5886,-88.90536
973,43.45797,-88.85469
974,43.47022,-88.86105
975,43.52517,-88.90918
976,44.93575,-91.3331
977,44.94682,-91.3235
978,44.97274,-91.3271
979,44.10949,-89.99275
980,44.14281,-89.97754
981,44.17773,-89.9305
982,43.06107,-89.35577
983,43.06016,-89.3747
984,43.08071,-89.34338
985,42.96296,-89.24682
986,42.95815,-89.26925
987,42.97434,-89.25341
988,43.00871,-89.31965
989,43.02576,-89.31956
990,42.99727,-89.33431
991,43.09831,-89.40525
992,43.12228,-89.42027
993,43.09467,-89.452
994,44.06755,-88.46005
995,44.80799,-88.51384
996,44.80868,-88.54199
997,44.81625,-88.48612
998,43.08011,-88.93199
999,43.08863,-88.92916
1000,43.07246,-88.9287
1001,42.55975,-88.54052
1002,42.5665,-88.5032
1003,42.56896,-88.46621
1004,43.06568,-89.35789
1005,43.06457,-89.377
1006,43.07933,-89.34595
1007,43.09835,-89.40506
1008,43.1229,-89.41875
1009,43.0953,-89.45497
1010,43.07923,-88.9356
1011,43.08795,-88.92978
1012,43.07224,-88.92797
1013,42.87826,-88.95701
1014,42.87522,-88.98946
1015,42.85434,-88.97834
1016,42.56082,-88.54488
1017,42.56851,-88.50917
1018,42.57266,-88.4601
1019,43.80963,-89.00311
1020,43.79304,-89.0519
1021,43.82646,-88.96571
1022,43.36398,-89.64009
1023,43.38118,-89.59688
1024,43.3927,-89.54178
1025,45.44192,-89.74566
1026,45.44666,-89.7686
1027,45.44544,-89.80188
1028,46.03281,-89.66727
1029,46.02681,-89.67973
1030,46.05798,-89.66081
1031,45.93266,-89.51998
1032,45.93285,-89.53514
1033,45.93718,-89.50185
1034,45.83628,-89.54036
1035,45.87842,-89.49236
1036,45.85634,-89.51894
1037,46.0648,-88.9732
1038,46.06626,-88.95962
1039,46.06086,-88.99247
1040,45.90826,-88.99519
1041,45.91665,-88.99912
1042,45.91537,-88.98589
1043,45.53984,-88.90366
1044,45.5296,-88.9025
1045,45.55378,-88.90512
1046,45.50253,-89.19373
1047,45.51046,-89.17751
1048,45.51339,-89.21435
1049,45.75786,-91.64657
1050,45.70248,-91.71772
1051,45.67664,-91.6917
1052,46.00784,-91.32174
1053,46.01791,-91.33257
1054,45.99603,-91.32417
1055,45.93495,-91.15983
1056,45.96164,-91.1702
1057,45.92934,-91.22189
1058,43.06714,-89.35804
