id,ID,Latitude,Longitude
67,GID_67,58.33775,26.04578
68,GID_68,58.21523,26.10102
69,GID_69,58.042494,26.467808
70,GID_70,57.844405,26.984806
71,GID_71,57.727731,26.922556
72,GID_72,58.1768,27.53847
73,GID_73,58.31763,27.48356
74,GID_74,58.37809,27.4265
75,GID_75,58.47657,27.25816
76,GID_76,58.44085,27.26026
77,GID_77,58.45263,27.42336
78,GID_78,58.38316,27.43084
79,GID_79,58.45301,27.43461
80,GID_81,58.643563,26.840823
81,GID_82,58.231205,26.405061
82,GID_83,58.196409,26.574094
83,GID_84,58.82474,27.11166
84,GID_85,58.92037,27.23163
85,GID_86,58.78149,27.33179
86,GID_87,58.58933,27.43386
87,GID_88,58.44513,27.28735
88,GID_89,58.45283,27.4342
89,GID_90,58.38301,27.43112
90,GID_91,58.33058,27.47889
91,GID_92,58.23236,27.48699
92,GID_93,57.89931,25.870958
93,GID_94,58.002147,26.751146
94,GID_95,58.128955,26.514296
95,GID_96,58.12252,27.57419
96,GID_97,58.23221,27.48628
97,GID_98,58.44537,27.28826
98,GID_99,58.58895,27.43341
99,GID_100,58.78147,27.33255
100,GID_101,58.36707,24.46216
101,GID_102,58.33945,24.41657
102,GID_103,58.305,24.35394
103,GID_104,58.25143,24.44607
104,GID_105,58.26721,24.31929
105,GID_106,58.21943,24.30752
106,GID_107,58.06697,23.95081
107,GID_108,57.94212,27.34747
108,GID_110,57.72892,26.92078
109,GID_111,58.08791,26.64279
110,GID_112,58.19748,26.57209
111,GID_113,57.71287,26.50159
112,GID_114,57.72864,26.92186
113,GID_115,58.08807,26.64253
114,GID_116,58.23071,26.40493
115,GID_118,58.23071,27.48658
116,GID_119,58.33067,27.47902
117,GID_120,58.38316,27.4303
118,GID_121,58.45281,27.434311
119,GID_122,58.44528,27.2893
120,GID_123,58.58901,27.43329
121,GID_124,58.77938,27.33283
122,GID_125,58.92213,27.23186
123,GID_126,58.82562,27.1057
124,GID_128,57.58213,27.2324
125,GID_130,57.63582,27.08536
126,GID_131,58.5914,26.64911
127,GID_132,58.59589,26.68855
128,GID_133,58.52953,26.67507
129,GID_134,55.6558,21.1348
130,GID_135,55.59458,21.15
131,GID_136,55.41866,21.12063
132,GID_137,55.36104,21.08946
133,GID_138,55.30577,21.02788
134,GID_139,55.31339,21.08792
135,GID_140,55.32699,21.17398
136,GID_141,55.36944,21.15101
137,GID_142,58.71246,26.56154
138,GID_143,58.65278,26.8322
139,GID_144,58.64537,26.83995
140,GID_145,58.57731,26.69844
141,GID_146,58.21002,26.10114
142,GID_147,58.33574,26.04457
143,GID_148,58.09975,26.07299
144,GID_149,58.10104,26.0684
145,GID_150,58.12127,26.07798
146,GID_151,58.12244,27.5728
147,GID_152,58.33042,27.47979
148,GID_153,58.3832,27.43058
149,GID_154,58.45263,27.43439
150,GID_155,58.44462,27.28937
151,GID_156,58.58822,27.43486
152,GID_157,58.91518,27.23608
153,GID_158,57.94221,27.34659
154,GID_160,57.96305,26.66403
155,GID_161,57.7127,26.50095
156,GID_162,57.72932,26.92051
157,GID_163,57.63549,27.08488
158,GID_164,57.58591,27.09136
159,GID_166,58.00357,26.39602
160,GID_167,58.03845,26.46287
161,GID_168,58.12983,26.51727
162,GID_169,58.19713,26.57168
163,GID_170,58.23106,26.40436
164,GID_172,57.9057,25.86087
165,GID_173,57.90096,25.87293
166,GID_174,58.2761,25.69015
167,GID_175,58.35718,25.60305
168,GID_176,66.48714,26.60941
169,GID_177,66.43307,26.54973
170,GID_179,66.31871,26.94662
171,GID_180,66.22537,26.4839
172,GID_181,66.91257,27.0612
173,GID_182,58.12309,27.57413
174,GID_183,58.23229,27.48778
175,GID_184,58.33055,27.47955
176,GID_185,58.3406,24.42038
177,GID_186,58.26832,24.31603
178,GID_187,58.21898,24.30587
179,GID_188,58.24848,24.44827
180,GID_189,58.29872,24.47588
181,GID_190,58.38857,24.47085
182,GID_191,58.38863,24.4931
183,GID_192,-35.41002,148.2935
184,GID_193,-35.411931,148.250891
185,GID_194,-35.45072,148.27652
186,GID_195,-35.4534792,148.2757219
187,GID_196,-35.48077,148.2507
188,GID_197,-35.4818989,148.2466599
189,GID_198,-35.52908,148.25539
190,GID_199,-35.5297887,148.2649
191,GID_200,-35.5282762,148.2632862
192,GID_201,-34.2035483,140.4324001
193,GID_202,-34.203198,140.432197
194,GID_203,-34.2172036,140.4517303
195,GID_204,-34.2174617,140.4511499
196,GID_205,-34.24198,140.4540417
197,GID_206,-34.2418531,140.4545178
198,GID_207,-34.99883,148.60324
199,GID_208,-34.9987166,148.6037855
200,GID_209,-34.9991703,148.6031016
201,GID_210,-34.9640027,148.6927805
202,GID_211,-34.964675,148.692872
203,GID_212,-34.926009,148.7318416
204,GID_213,-34.92384,148.732347
205,GID_214,-34.914661,148.7915572
206,GID_215,-34.91491,148.791602
207,GID_216,-35.023765,148.646157
208,GID_217,-35.023107,148.645587
209,GID_218,-36.569212,147.540042
210,GID_219,-36.6018601,147.5329733
211,GID_220,-36.576366,147.5741432
212,GID_221,-36.5565316,147.6060067
213,GID_222,-36.0540579,148.6819566
214,GID_223,-36.0647281,148.7320733
215,GID_224,-36.105928,148.73435
216,GID_225,-36.146002,148.766988
217,GID_226,-36.09841,147.05188
218,GID_227,-36.09865,147.05177
219,GID_228,-36.09888,147.04694
220,GID_229,-36.09825,147.0515
221,GID_230,-36.09873,147.0517
222,GID_231,-36.09876,147.0521
223,GID_232,-36.09876,147.0521
224,GID_233,-36.0999724,147.047315
225,GID_234,-36.097542,147.053005
226,GID_235,-36.2056,147.07917
227,GID_236,-36.20418,147.07862
228,GID_237,-36.20385,147.07837
229,GID_238,-36.20475,147.07813
230,GID_239,-36.2045,147.07792
231,GID_240,-36.2045,147.07792
232,GID_241,-36.2027752,147.079036
233,GID_242,-36.12779,147.0402
234,GID_243,-36.12826,147.03991
235,GID_244,-36.1281,147.03998
236,GID_245,-36.12817,147.03978
237,GID_246,-36.12808,147.03985
238,GID_247,-36.1277,147.0402
239,GID_248,-36.1277,147.0402
240,GID_249,-36.1271413,147.0403382
241,GID_250,-36.0103,147.09025
242,GID_251,-36.00871,147.09095
243,GID_252,-36.00962,147.09083
244,GID_253,-36.00894,147.09061
245,GID_254,-36.01109,147.09016
246,GID_255,-36.00955,147.0894
247,GID_256,-36.00871,147.09095
248,GID_257,-36.00871,147.09095
249,GID_258,-36.0099419,147.0887045
250,GID_259,-36.11009,147.03462
251,GID_260,-36.11042,147.03538
252,GID_261,-36.11066,147.03447
253,GID_262,-36.11091,147.0343
254,GID_263,-36.11042,147.03538
255,GID_264,-36.11042,147.03538
256,GID_265,-36.1086241,147.0326993
257,GID_266,-36.4223441,148.6332421
258,GID_267,-36.4222496,148.6332799
259,GID_268,-36.3814551,148.6358018
260,GID_269,-36.3837296,148.6314776
261,GID_270,-36.363422,148.629688
262,GID_271,-36.3592959,148.6315978
263,GID_272,-36.316158,148.624703
264,GID_273,-36.3161488,148.6251367
265,GID_274,-36.3480453,148.6181072
266,GID_275,-36.3473022,148.61713460000001
267,GID_276,-38.0007,144.5918
268,GID_277,-38.0007,144.5918
269,GID_278,-37.9964,144.6339
270,GID_279,-37.9964,144.6339
271,GID_280,-37.9905,144.6325
272,GID_281,-37.9905,144.6325
273,GID_282,-37.995253,144.620714
274,GID_283,-37.995253,144.620714
275,GID_284,-37.9951,144.6354
276,GID_285,-37.9951,144.6354
277,GID_286,-37.985644,144.654106
278,GID_287,-37.985644,144.654106
279,GID_288,-37.9889,144.6533
280,GID_289,-37.9889,144.6533
281,GID_290,-37.9925,144.6512
282,GID_291,-35.2964142,149.1018958
283,GID_292,-35.2880864,149.0976313
284,GID_293,-38.0105,144.5809
285,GID_294,-35.40916111,149.0663889
286,GID_295,-32.2550099,142.4343434
287,GID_296,-32.2755141,142.4574621
288,GID_297,-32.27519,142.457474
289,GID_298,-32.3021633,142.4608995
290,GID_299,-32.2947324,142.4665283
291,GID_300,-32.305437,142.4852025
292,GID_301,-32.302541,142.484544
293,GID_302,-33.9443456,141.2447667
294,GID_303,-33.9850771,141.2748661
295,GID_304,-34.0315863,141.2963166
296,GID_305,-34.238669,140.3653553
297,GID_306,-34.2312038,140.3679337
298,GID_307,-34.2342,140.3818997
299,GID_308,-2.896861,-64.980194
300,GID_309,-2.894444,-64.977444
301,GID_310,-2.889556,-64.975222
302,GID_311,-2.984667,-64.925306
303,GID_312,-2.988889,-64.935139
304,GID_313,-2.999194,-64.947
305,GID_314,-21.7607222222,-48.9815277778
306,GID_315,-21.8136944444,-48.991
307,GID_316,-21.8509444444,-48.9411388889
308,GID_317,-21.9105277778,-48.8918055556
309,GID_318,-21.7607222222,-48.9815277778
310,GID_319,-21.8136944444,-48.991
311,GID_320,-21.8509444444,-48.9411388889
312,GID_321,-21.9105277778,-48.8918055556
313,GID_322,-21.7607222222,-48.9815277778
314,GID_323,-21.8136944444,-48.991
315,GID_324,-21.8509444444,-48.9411388889
316,GID_325,-21.9105277778,-48.8918055556
317,GID_326,-21.7607222222,-48.9815277778
318,GID_327,-21.8136944444,-48.991
319,GID_328,-21.8509444444,-48.9411388889
320,GID_329,-21.9105277778,-48.8918055556
321,GID_330,-21.7607222222,-48.9815277778
322,GID_331,-21.8136944444,-48.991
323,GID_332,-21.8509444444,-48.9411388889
324,GID_333,-21.9105277778,-48.8918055556
325,GID_334,-21.7610555556,-48.9850277778
326,GID_335,-21.78425,-48.9627777778
327,GID_336,-21.8139472222,-48.9921694444
328,GID_337,-21.8448888889,-48.9655555556
329,GID_338,-21.8506944444,-48.9407777778
330,GID_339,-21.9103055556,-48.8918055556
331,GID_340,-21.8694444444,-48.9018333333
332,GID_341,-21.8886944444,-48.8995
333,GID_342,-2.26158333,-55.12447222
334,GID_343,-2.26105556,-55.21336111
335,GID_344,-2.24461111,-55.24080556
336,GID_345,-2.05363889,-55.63755556
337,GID_346,-2.11675,-55.61755556
338,GID_347,-2.10480556,-55.86488889
339,GID_348,-2.13538889,-55.71980556
340,GID_349,-2.13363889,-55.39580556
341,GID_350,-2.17833333,-55.35516667
342,GID_351,-2.23861111,-55.33866667
343,GID_352,-2.26222222,-55.45569444
344,GID_353,-2.25688889,-55.39830556
345,GID_354,-1.94522222,-55.59375
346,GID_356,-1.94977778,-55.57233333
347,GID_357,-24.6587189985,-54.2711417934
348,GID_358,-24.6937287783,-54.1822006627
349,GID_359,-24.6822208879,-54.196282146
350,GID_360,-24.6733271244,-54.2211290604
351,GID_361,-24.6829743714,-54.2418497324
352,GID_362,-24.6587189985,-54.2711417934
353,GID_363,-24.6937287783,-54.1822006627
354,GID_364,-24.6822208879,-54.196282146
355,GID_365,-24.6818719815,-54.2052639327
356,GID_366,-24.6893270031,-54.2089446415
357,GID_367,-24.6836357357,-54.2253274122
358,GID_368,-24.6733271244,-54.2211290604
359,GID_369,-24.6587189985,-54.2711417934
360,GID_370,-24.6937287783,-54.1822006627
361,GID_371,-24.6822208879,-54.196282146
362,GID_372,-24.6818719815,-54.2052639327
363,GID_373,-24.6893270031,-54.2089446415
364,GID_374,-24.6829743714,-54.2418497324
365,GID_375,-24.6710364356,-54.2659624704
366,GID_376,-24.6776121471,-54.2624779678
367,GID_377,-24.6702056565,-54.278688606
368,GID_378,-24.6587189985,-54.2711417934
369,GID_379,-24.6587189985,-54.2711417934
370,GID_380,-24.6937287783,-54.1822006627
371,GID_381,-24.6822208879,-54.196282146
372,GID_382,-24.6818719815,-54.2052639327
373,GID_383,-24.6893270031,-54.2089446415
374,GID_384,-24.6836357357,-54.2253274122
375,GID_385,-24.6733271244,-54.2211290604
376,GID_386,-24.6829743714,-54.2418497324
377,GID_387,-24.6761795992,-54.25478244
378,GID_388,-24.6710364356,-54.2659624704
379,GID_389,-24.6776121471,-54.2624779678
380,GID_390,-24.6702056565,-54.278688606
381,GID_391,-24.6587189985,-54.2711417934
382,GID_392,-24.6587189985,-54.2711417934
383,GID_393,-24.6937287783,-54.1822006627
384,GID_394,-24.6822208879,-54.196282146
385,GID_395,-24.6818719815,-54.2052639327
386,GID_396,-24.6893270031,-54.2089446415
387,GID_397,-24.6836357357,-54.2253274122
388,GID_398,-24.6733271244,-54.2211290604
389,GID_399,-24.6829743714,-54.2418497324
390,GID_400,-24.6761795992,-54.25478244
391,GID_401,-24.6710364356,-54.2659624704
392,GID_402,-24.6776121471,-54.2624779678
393,GID_403,-24.6702056565,-54.278688606
394,GID_404,-24.6587189985,-54.2711417934
395,GID_405,-24.6587189985,-54.2711417934
396,GID_406,-24.6937287783,-54.1822006627
397,GID_407,-24.6822208879,-54.196282146
398,GID_408,-24.6818719815,-54.2052639327
399,GID_409,-24.6893270031,-54.2089446415
400,GID_410,-24.6836357357,-54.2253274122
401,GID_411,-24.6733271244,-54.2211290604
402,GID_412,-24.6829743714,-54.2418497324
403,GID_413,-24.6761795992,-54.25478244
404,GID_414,-24.6710364356,-54.2659624704
405,GID_415,-24.6776121471,-54.2624779678
406,GID_416,-24.6702056565,-54.278688606
407,GID_417,-24.6587189985,-54.2711417934
408,GID_418,-24.6587189985,-54.2711417934
409,GID_419,-24.6937287783,-54.1822006627
410,GID_420,-24.6822208879,-54.196282146
411,GID_421,-24.6818719815,-54.2052639327
412,GID_422,-24.6893270031,-54.2089446415
413,GID_423,-24.6836357357,-54.2253274122
414,GID_424,-24.6733271244,-54.2211290604
415,GID_425,-24.6829743714,-54.2418497324
416,GID_426,-24.6761795992,-54.25478244
417,GID_427,-24.6710364356,-54.2659624704
418,GID_428,-24.6776121471,-54.2624779678
419,GID_429,-24.6702056565,-54.278688606
420,GID_430,-24.6587189985,-54.2711417934
421,GID_431,-24.6587189985,-54.2711417934
422,GID_432,-24.6937287783,-54.1822006627
423,GID_433,-24.6822208879,-54.196282146
424,GID_434,-24.6818719815,-54.2052639327
425,GID_435,-24.6893270031,-54.2089446415
426,GID_436,-24.6836357357,-54.2253274122
427,GID_437,-24.6733271244,-54.2211290604
428,GID_438,-24.6829743714,-54.2418497324
429,GID_439,-24.6761795992,-54.25478244
430,GID_440,-24.6710364356,-54.2659624704
431,GID_441,-24.6776121471,-54.2624779678
432,GID_442,-24.6702056565,-54.278688606
433,GID_443,-24.6587189985,-54.2711417934
434,GID_444,-24.6587189985,-54.2711417934
435,GID_445,-24.6937287783,-54.1822006627
436,GID_446,-24.6822208879,-54.196282146
437,GID_447,-24.6818719815,-54.2052639327
438,GID_448,-24.6893270031,-54.2089446415
439,GID_449,-24.6836357357,-54.2253274122
440,GID_450,-24.6733271244,-54.2211290604
441,GID_451,-24.6829743714,-54.2418497324
442,GID_452,-24.6761795992,-54.25478244
443,GID_453,-24.6710364356,-54.2659624704
444,GID_454,-24.6776121471,-54.2624779678
445,GID_455,-24.6702056565,-54.278688606
446,GID_456,-24.6587189985,-54.2711417934
447,GID_457,-24.6587189985,-54.2711417934
448,GID_458,-24.6937287783,-54.1822006627
449,GID_459,-24.6822208879,-54.196282146
450,GID_460,-24.6818719815,-54.2052639327
451,GID_461,-24.6893270031,-54.2089446415
452,GID_462,-24.6836357357,-54.2253274122
453,GID_463,-24.6733271244,-54.2211290604
454,GID_464,-24.6829743714,-54.2418497324
455,GID_465,-24.6761795992,-54.25478244
456,GID_466,-24.6710364356,-54.2659624704
457,GID_467,-24.6776121471,-54.2624779678
458,GID_468,-24.6702056565,-54.278688606
459,GID_469,-24.6587189985,-54.2711417934
460,GID_470,50.79173333,-96.76238333
461,GID_471,50.84631667,-96.76891667
462,GID_472,50.97446667,-96.87501667
463,GID_474,50.73363333,-96.92925
464,GID_475,50.69656667,-96.7898
465,GID_476,51.7748,-96.86378333
466,GID_477,51.86291667,-96.93746667
467,GID_478,52.00035,-97.042
468,GID_479,52.0085,-97.18515
469,GID_480,52.12086667,-97.12893333
470,GID_481,52.26676667,-97.19201667
471,GID_482,52.43375,-97.33776667
472,GID_483,52.64205,-97.73355
473,GID_484,52.79573333,-97.5633
474,GID_485,53.02481667,-97.69951667
475,GID_486,53.2006,-97.63263333
476,GID_487,53.17083333,-97.83785
477,GID_488,41.69777778,-83.49416667
478,GID_489,41.73633333,-83.37266667
479,GID_490,41.754,-83.20966667
480,GID_491,41.67166667,-83.17016667
481,GID_492,41.7185,-83.03533333
482,GID_493,41.56966667,-82.909666669999993
483,GID_494,41.46833333,-82.70833333
484,GID_495,41.75583333,-82.735
485,GID_496,41.821,-82.96933333
486,GID_497,41.94316667,-83.043
487,GID_498,41.9215,-82.75466667
488,GID_499,41.97616667,-82.62166667
489,GID_500,41.92416667,-82.46766667
490,GID_501,41.98766667,-82.43666667
491,GID_502,41.935,-81.64133333
492,GID_503,53.83335,-98.50061667
493,GID_504,53.6625,-98.48315
494,GID_505,41.98333333,-82.62472222
495,GID_506,53.59975,-98.92546667
496,GID_507,53.2125,-99.23275
497,GID_508,41.79138889,-83.33333333
498,GID_509,41.73361111,-83.38555556
499,GID_510,41.825,-82.975
500,GID_511,41.65861111,-82.81666667
501,GID_512,41.51861111,-82.64
502,GID_513,53.2046,-98.61611667
503,GID_514,53.07503333,-98.20003333
504,GID_515,52.86605,-98.25038333
505,GID_516,52.82113333,-98.49631667
506,GID_517,42.58194444,-79.92805556
507,GID_518,42.58444444,-79.91305556
508,GID_519,42.71722222,-80.25
509,GID_520,42.84472222,-79.57361111
510,GID_521,52.6374,-98.32433333
511,GID_522,52.64156667,-97.73303333
512,GID_523,52.24123333,-97.62926667
513,GID_524,52.17096667,-97.85395
514,GID_525,52.10373333,-97.41648333
515,GID_526,50.69578333,-96.79133333
516,GID_527,50.51786667,-96.83475
517,GID_528,50.84595,-96.76888333
518,GID_529,50.97456667,-96.87556667
519,GID_530,50.7329,-96.92926667
520,GID_531,50.63346667,-96.95006667
521,GID_532,51.02221667,-96.58295
522,GID_533,51.1393,-96.42628333
523,GID_534,51.21681667,-96.72413333
524,GID_535,51.33791667,-96.57896667
525,GID_536,51.44183333,-96.63431667
526,GID_537,51.77436667,-96.86243333
527,GID_538,52,-97.042
528,GID_539,52.12123333,-97.12931667
529,GID_540,52.26713333,-97.1917
530,GID_541,52.43338333,-97.33703333
531,GID_542,42.71722222,-80.25
532,GID_543,41.93611111,-81.65083333
533,GID_544,42.09777778,-82.14194444
534,GID_545,41.99055556,-82.43805556
535,GID_546,41.92833333,-82.46944444
536,GID_547,41.51916667,-82.63972222
537,GID_548,41.98305556,-82.62472222
538,GID_549,41.92472222,-82.75861111
539,GID_550,41.75944444,-82.73666667
540,GID_551,41.65888889,-82.81611111
541,GID_552,41.60805556,-82.92416667
542,GID_553,41.46972222,-82.71361111
543,GID_554,41.49972222,-82.5
544,GID_555,41.468,-82.70933333
545,GID_556,41.4505,-82.43533333
546,GID_557,41.50033333,-82.5
547,GID_558,41.61666667,-82.55066667
548,GID_559,41.80033333,-82.284
549,GID_560,41.95016667,-83.04266667
550,GID_561,41.96783333,-83.204
551,GID_562,41.86666667,-83.19266667
552,GID_563,41.84,-83.28533333
553,GID_564,41.7545,-83.217
554,GID_565,41.67133333,-83.17083333
555,GID_566,57.8145,8.27083
556,GID_567,61.09317,5.10867
557,GID_568,61.0995,6.4645
558,GID_569,61.0995,6.47967
559,GID_570,61.02867,4.94433
560,GID_571,61.02695,4.94033
561,GID_572,57.93117,6.81533
562,GID_573,57.86133,7.00733
563,GID_574,57.81317,7.14717
564,GID_575,57.80833,7.29883
565,GID_576,58.7185,9.66217
566,GID_577,58.60117,9.45017
567,GID_578,58.53267,9.34667
568,GID_579,57.54,7.756
569,GID_580,57.49417,7.622
570,GID_581,57.45,7.49033
571,GID_582,57.45467,7.32283
572,GID_583,54.30283,7.57333
573,GID_584,54.091,7.681333
574,GID_586,6.01,114.78
575,GID_587,-9.00031016666667,-78.8997293333333
576,GID_588,-12.253764,-77.0773596666667
577,GID_589,-15.3185605,-75.2742513333333
578,GID_590,52.30269,5.10699
579,GID_591,52.20096,5.05959
580,GID_592,52.21624,5.06175
581,GID_593,52.20096,5.05959
582,GID_594,52.17336,5.06178
583,GID_595,52.21044,5.07541
584,GID_596,52.18365,5.08337
585,GID_597,52.22546,5.05888
586,GID_598,52.20096,5.05959
587,GID_599,52.20593,5.02154
588,GID_600,52.2022,5.0206
589,GID_601,52.2772,5.0701
590,GID_602,52.17486,4.99403
591,GID_603,52.2727,5.0808
592,GID_604,52.23297,5.06738
593,GID_605,52.23385,5.07971
594,GID_606,52.2265,5.05816
595,GID_607,52.23229,5.05798
596,GID_608,52.26259,5.05992
597,GID_609,52.27417,5.06468
598,GID_610,52.21465,5.04428
599,GID_611,52.21051,5.04229
600,GID_612,-32.766686,-56.398222
601,GID_613,-32.730417,-56.425556
602,GID_614,-32.703056,-56.413056
603,GID_615,-32.690556,-56.418056
604,GID_616,-32.675556,-56.431667
605,GID_617,-32.66401,-56.3264
606,GID_618,-32.639292,-56.396217
607,GID_619,-32.836667,-56.335278
608,GID_620,-32.802778000000004,-56.3375
609,GID_621,-32.810833,-56.342222
610,GID_622,-32.809444,-56.374167
611,GID_623,-33.046222,-57.378333
612,GID_624,-33.057194,-57.395528
613,GID_625,-33.06625,-57.412083
614,GID_626,-33.084889,-57.411583
615,GID_627,-33.114722,-57.414972
616,GID_628,-33.086083,-57.460583
617,GID_629,-33.115194,-57.455194
618,GID_630,-33.068278,-57.448028
619,GID_631,-33.109278,-57.340556
620,GID_632,-33.073139,-57.304833
621,GID_633,-33.063556,-57.322806
622,GID_634,-33.053556,-57.365472
623,GID_635,-33.041444,-57.359444
624,GID_636,-33.069917,-57.438472
625,GID_637,-33.091191,-57.437602
626,GID_638,-33.086083,-57.460583
627,GID_639,-33.114722,-57.414972
628,GID_640,-33.084889,-57.411583
629,GID_641,-33.066766,-57.459555
630,GID_642,-33.076484,-57.436548
631,GID_643,-33.084445,-57.431007
632,GID_644,-33.06625,-57.412083
633,GID_645,-33.06625,-57.412083
634,GID_646,-33.090448,-57.322506
635,GID_647,-33.109278,-57.340556
636,GID_648,-33.073481,-57.352654
637,GID_649,-33.053556,-57.365472
638,GID_650,-33.046222,-57.378333
639,GID_651,-33.066949,-57.387696
640,GID_652,-33.06625,-57.412083
641,GID_653,-33.084889,-57.411583
642,GID_654,-33.114722,-57.414972
643,GID_655,-33.115194,-57.455194
644,GID_656,-33.073139,-57.304833
645,GID_657,-33.084676,-57.368898
646,GID_658,-33.085,-57.372778
647,GID_659,-33.068014,-57.413335
648,GID_660,28.7847,-91.689
649,GID_661,28.9097,-92.3461
650,GID_662,28.5158,-92.346
651,GID_663,29.1365,-93.0022
652,GID_664,28.8154,-93.0106
653,GID_665,29.316,-93.6729
654,GID_666,28.9353,-93.6669
655,GID_667,28.5905,-93.6649
656,GID_668,30.123,-88.0372
657,GID_669,29.8143,-88.0496
658,GID_670,28.4448,-89.766
659,GID_671,28.0034,-89.7649
660,GID_672,27.5453,-90.3537
661,GID_673,27.5477,-91.0296
662,GID_674,28.5158,-92.346
663,GID_675,28.0132,-92.3527
664,GID_676,29.1365,-93.0022
665,GID_677,28.4957,-93.0104
666,GID_678,29.316,-93.6729
667,GID_679,28.9353,-93.6669
668,GID_680,30.123,-88.0372
669,GID_681,29.8143,-88.0496
670,GID_682,28.7341,-89.765
671,GID_683,28.4448,-89.766
672,GID_684,28.6443,-90.3671
673,GID_685,28.3051,-90.3573
674,GID_686,28.5901,-91.0276
675,GID_687,28.2801,-91.0304
676,GID_688,27.9268,-91.0382
677,GID_689,28.7847,-91.689
678,GID_690,28.5158,-92.346
679,GID_691,28.0132,-92.3527
680,GID_692,28.8154,-93.0106
681,GID_693,28.4957,-93.0104
682,GID_694,29.316,-93.6729
683,GID_695,28.9353,-93.6669
684,GID_696,28.7032,-89.5002
685,GID_697,30.0423,-88.6445
686,GID_698,30.123,-88.0372
687,GID_699,28.6443,-90.3671
688,GID_700,28.5901,-91.0276
689,GID_701,28.2801,-91.0304
690,GID_702,27.9268,-91.0382
691,GID_703,29.0347,-91.6751
692,GID_704,28.5158,-92.346
693,GID_705,28.0132,-92.3527
694,GID_706,28.8154,-93.0106
695,GID_707,28.4957,-93.0104
696,GID_708,28.9353,-93.6669
697,GID_709,28.5905,-93.6649
698,GID_710,28.7032,-89.5002
699,GID_711,30.123,-88.0372
700,GID_712,28.9588,-89.755
701,GID_713,28.9737,-90.3668
702,GID_714,28.6401,-90.3692
703,GID_715,28.2801,-91.0304
704,GID_716,27.9324,-91.0367
705,GID_717,28.7847,-91.689
706,GID_718,28.5158,-92.346
707,GID_719,29.1365,-93.0022
708,GID_720,28.8154,-93.0106
709,GID_721,28.4957,-93.0104
710,GID_722,29.316,-93.6729
711,GID_723,28.9353,-93.6669
712,GID_724,28.5905,-93.6649
713,GID_725,42.76192,-70.83772
714,GID_726,42.758540000000004,-70.82822
715,GID_727,42.74668,-70.82003
716,GID_728,42.73758,-70.802
717,GID_729,42.73369,-70.80152
718,GID_730,42.69205,-70.76372
719,GID_731,42.694,-70.781
720,GID_732,42.70951,-70.79384
721,GID_733,42.7114,-70.8085
722,GID_734,42.72,-70.813
723,GID_735,42.724850000000004,-70.85501
724,GID_736,42.729,-70.84537
725,GID_737,42.73193,-70.83803
726,GID_738,42.72696,-70.80878
727,GID_739,42.75001,-70.82147
728,GID_740,42.74165,-70.81526
729,GID_741,42.7252,-70.85492
730,GID_742,42.76288,-70.84653
731,GID_743,42.78984,-70.81089
732,GID_744,42.81269,-70.85472
733,GID_745,42.81345,-70.86009
