AREA,PERIMETER,PR_,PR_ID,RINGS_OK,RINGS_NOK,PATH,ROW,MODE,SEQUENCE,WRSPR,PR,ACQDayL7,ACQDayL8
3.77401,8.03994,3003,3003,1,0,194,27,D,15899,194027,194027,5,13
3.67782,7.90748,3004,3004,1,0,194,28,D,15900,194028,194028,5,13
2.58783,6.44548,3529,3529,1,0,226,57,D,16425,226057,226057,5,13
3.50545,7.67177,30,30,1,0,16,30,D,20366,016030,016030,6,14
3.22731,7.2952,34,34,1,0,16,34,D,20370,016034,016034,6,14
3.16898,7.21685,35,35,1,0,16,35,D,20371,016035,016035,6,14
3.06447,7.07683,37,37,1,0,16,37,D,20373,016037,016037,6,14
3.01744,7.014,38,38,1,0,16,38,D,20374,016038,016038,6,14
2.97367,6.95566,39,39,1,0,16,39,D,20375,016039,016039,6,14
2.93285,6.90135,40,40,1,0,16,40,D,20376,016040,016040,6,14
2.89497,6.851,41,41,1,0,16,41,D,20377,016041,016041,6,14
2.85973,6.8042299999999996,42,42,1,0,16,42,D,20378,016042,016042,6,14
2.8272,6.76111,43,43,1,0,16,43,D,20379,016043,016043,6,14
4.24216,8.69426,271,271,1,0,32,23,D,20607,032023,032023,6,14
4.11134,8.50977,272,272,1,0,32,24,D,20608,032024,032024,6,14
3.42826,7.56676,279,279,1,0,32,31,D,20615,032031,032031,6,14
3.01693,7.0133,1526,1526,1,0,121,38,D,18390,121038,121038,6,14
2.93301,6.90152,1528,1528,1,0,121,40,D,18392,121040,121040,6,14
2.85992,6.80447,2310,2310,1,0,169,78,D,19174,169078,169078,6,14
4.89384,9.63603,2499,2499,1,0,185,19,D,19363,185019,185019,6,14
4.70887,9.36481,2500,2500,1,0,185,20,D,19364,185020,185020,6,14
5.3191,10.27276,2745,2745,1,0,201,17,D,19609,201017,201017,6,14
5.09627,9.93702,2746,2746,1,0,201,18,D,19610,201018,201018,6,14
4.11083,8.50903,2752,2752,1,0,201,24,D,19616,201024,201024,6,14
3.98966,8.33929,2753,2753,1,0,201,25,D,19617,201025,201025,6,14
3.87781,8.18351,2754,2754,1,0,201,26,D,19618,201026,201026,6,14
3.67784,7.90751,2756,2756,1,0,201,28,D,19620,201028,201028,6,14
3.5884,7.78501,2757,2757,1,0,201,29,D,19621,201029,201029,6,14
3.50549,7.67183,2758,2758,1,0,201,30,D,19622,201030,201030,6,14
3.42826,7.56682,2759,2759,1,0,201,31,D,19623,201031,201031,6,14
3.35638,7.46944,2760,2760,1,0,201,32,D,19624,201032,201032,6,14
3.28944,7.379,2761,2761,1,0,201,33,D,19625,201033,201033,6,14
3.22729,7.29518,2762,2762,1,0,201,34,D,19626,201034,201034,6,14
3.16907,7.21697,2763,2763,1,0,201,35,D,19627,201035,201035,6,14
2.6461,6.52203,69,69,1,0,7,69,D,23877,007069,007069,7,15
3.58842,7.78504,277,277,1,0,23,29,D,24085,023029,023029,7,15
3.50554,7.67191,278,278,1,0,23,30,D,24086,023030,023030,7,15
3.42827,7.56683,279,279,1,0,23,31,D,24087,023031,023031,7,15
2.97367,6.95566,287,287,1,0,23,39,D,24095,023039,023039,7,15
2.93285,6.90135,288,288,1,0,23,40,D,24096,023040,023040,7,15
2.895,6.85105,289,289,1,0,23,41,D,24097,023041,023041,7,15
3.28967,7.37914,1079,1079,1,0,71,87,D,24887,071087,071087,7,15
3.35671,7.46979,1080,1080,1,0,71,88,D,24888,071088,071088,7,15
3.06446,7.07686,1571,1571,1,0,96,83,D,21659,096083,096083,7,14
3.11447,7.1438,1572,1572,1,0,96,84,D,21660,096084,096084,7,14
3.06508,7.07759,1773,1773,1,0,112,37,D,21861,112037,112037,7,15
4.89398,9.63622,2995,2995,1,0,192,19,D,23083,192019,192019,7,15
4.38475,8.89714,2998,2998,1,0,192,22,D,23086,192022,192022,7,15
3.6778,7.90743,3004,3004,1,0,192,28,D,23092,192028,192028,7,15
3.58827,7.78484,3005,3005,1,0,192,29,D,23093,192029,192029,7,15
3.50555,7.67189,3006,3006,1,0,192,30,D,23094,192030,192030,7,15
3.28946,7.37902,3009,3009,1,0,192,33,D,23097,192033,192033,7,15
2.82713,6.76103,3549,3549,1,0,224,77,D,23637,224077,224077,7,15
3.06447,7.07683,3555,3555,1,0,224,83,D,23643,224083,224083,7,15
3.58842,7.78504,29,29,1,0,14,29,D,27557,014029,014029,8,16
3.35629,7.46932,32,32,1,0,14,32,D,27560,014032,014032,8,16
3.28952,7.37911,33,33,1,0,14,33,D,27561,014033,014033,8,16
3.22725,7.29513,34,34,1,0,14,34,D,27562,014034,014034,8,16
3.16904,7.21692,35,35,1,0,14,35,D,27563,014035,014035,8,16
3.11501,7.14448,36,36,1,0,14,36,D,27564,014036,014036,8,16
3.0645,7.07688,37,37,1,0,14,37,D,27565,014037,014037,8,16
3.0175,7.01407,38,38,1,0,14,38,D,27566,014038,014038,8,16
2.85975,6.80428,42,42,1,0,14,42,D,27570,014042,014042,8,16
4.11082,8.50903,272,272,1,0,30,24,D,27800,030024,030024,8,16
3.98958,8.33918,273,273,1,0,30,25,D,27801,030025,030025,8,16
3.01693,7.0133,1526,1526,1,0,119,38,D,25582,119038,119038,8,16
2.97349,6.95543,1527,1527,1,0,119,39,D,25583,119039,119039,8,16
2.59294,6.45218,1544,1544,1,0,119,56,D,25600,119056,119056,8,16
5.31914,10.27283,2745,2745,1,0,199,17,D,26801,199017,199017,8,16
4.89388,9.6361,2747,2747,1,0,199,19,D,26803,199019,199019,8,16
4.70895,9.3649,2748,2748,1,0,199,20,D,26804,199020,199020,8,16
4.2422,8.69432,2751,2751,1,0,199,23,D,26807,199023,199023,8,16
4.11083,8.50902,2752,2752,1,0,199,24,D,26808,199024,199024,8,16
3.98966,8.33929,2753,2753,1,0,199,25,D,26809,199025,199025,8,16
3.42825,7.56681,2759,2759,1,0,199,31,D,26815,199031,199031,8,16
3.28944,7.379,2761,2761,1,0,199,33,D,26817,199033,199033,8,16
3.22729,7.29518,2762,2762,1,0,199,34,D,26818,199034,199034,8,16
3.35644,7.46952,280,280,1,0,21,32,D,31280,021032,021032,9,1
2.97367,6.95566,287,287,1,0,21,39,D,31287,021039,021039,9,1
2.93279,6.90128,288,288,1,0,21,40,D,31288,021040,021040,9,1
2.89497,6.851,289,289,1,0,21,41,D,31289,021041,021041,9,1
3.16928,7.2173,1771,1771,1,0,110,35,D,29051,110035,110035,9,1
3.11447,7.1438,1772,1772,1,0,110,36,D,29052,110036,110036,9,1
2.76872,6.68369,2029,2029,1,0,126,45,D,29309,126045,126045,9,1
2.74381,6.65087,2030,2030,1,0,126,46,D,29310,126046,126046,9,1
3.11486,7.14428,2812,2812,1,0,174,84,D,30092,174084,174084,9,1
6.47281,12.09622,2989,2989,1,0,190,13,D,30269,190013,190013,9,1
6.13694,11.55118,2990,2990,1,0,190,14,D,30270,190014,190014,9,1
4.38466,8.897,2998,2998,1,0,190,22,D,30278,190022,190022,9,1
4.53984,9.11968,3245,3245,1,0,206,21,D,30525,206021,206021,9,1
4.24225,8.69434,3321,3321,1,0,206,97,D,30601,206097,206097,9,1
4.38466,8.897,3322,3322,1,0,206,98,D,30602,206098,206098,9,1
2.76919,6.68435,3547,3547,1,0,222,75,D,30827,222075,222075,9,1
3.5056,7.67197,30,30,1,0,12,30,D,34750,012030,012030,10,2
3.42827,7.56683,279,279,1,0,28,31,D,34999,028031,028031,10,2
3.35629,7.46932,280,280,1,0,28,32,D,35000,028032,028032,10,2
3.16904,7.21692,283,283,1,0,28,35,D,35003,028035,028035,10,2
3.22665,7.2943,530,530,1,0,44,34,D,35250,044034,044034,10,2
3.16928,7.21728,531,531,1,0,44,35,D,35251,044035,044035,10,2
3.50568,7.67199,1082,1082,1,0,76,90,D,35802,076090,076090,10,2
3.58803,7.78452,1083,1083,1,0,76,91,D,35803,076091,076091,10,2
3.67799,7.90764,1084,1084,1,0,76,92,D,35804,076092,076092,10,2
4.8939,9.63614,2747,2747,1,0,197,19,D,33995,197019,197019,10,2
4.70894,9.36488,2748,2748,1,0,197,20,D,33996,197020,197020,10,2
4.3847,8.89706,2750,2750,1,0,197,22,D,33998,197022,197022,10,2
4.24221,8.69433,2751,2751,1,0,197,23,D,33999,197023,197023,10,2
4.11084,8.50904,2752,2752,1,0,197,24,D,34000,197024,197024,10,2
3.42827,7.56683,279,279,1,0,19,31,D,38471,019031,019031,11,3
3.35638,7.46945,280,280,1,0,19,32,D,38472,019032,019032,11,3
2.97367,6.95566,287,287,1,0,19,39,D,38479,019039,019039,11,3
2.93285,6.90135,288,288,1,0,19,40,D,38480,019040,019040,11,3
3.16936,7.21738,1573,1573,1,0,92,85,D,36045,092085,092085,11,2
3.22755,7.29556,1770,1770,1,0,108,34,D,36242,108034,108034,11,3
3.16988,7.218,1771,1771,1,0,108,35,D,36243,108035,108035,11,3
2.61953,6.48714,2037,2037,1,0,124,53,D,36509,124053,124053,11,3
2.60946,6.47395,2038,2038,1,0,124,54,D,36510,124054,124054,11,3
4.89384,9.63603,2995,2995,1,0,188,19,D,37467,188019,188019,11,3
4.53983,9.11965,2997,2997,1,0,188,21,D,37469,188021,188021,11,3
4.38466,8.897,2998,2998,1,0,188,22,D,37470,188022,188022,11,3
4.3847,8.89706,3246,3246,1,0,204,22,D,37718,204022,204022,11,3
3.87781,8.18351,3250,3250,1,0,204,26,D,37722,204026,204026,11,3
3.77398,8.03989,3251,3251,1,0,204,27,D,37723,204027,204027,11,3
3.5884,7.78502,3253,3253,1,0,204,29,D,37725,204029,204029,11,3
3.50549,7.67183,3254,3254,1,0,204,30,D,37726,204030,204030,11,3
3.67789,7.90757,276,276,1,0,26,28,D,42188,026028,026028,12,4
3.58842,7.78504,277,277,1,0,26,29,D,42189,026029,026029,12,4
2.93285,6.90135,288,288,1,0,26,40,D,42200,026040,026040,12,4
2.89506,6.85112,289,289,1,0,26,41,D,42201,026041,026041,12,4
2.85981,6.80436,290,290,1,0,26,42,D,42202,026042,026042,12,4
3.16846,7.2161,1077,1077,1,0,74,85,D,42989,074085,074085,12,4
3.42775,7.56618,1081,1081,1,0,74,89,D,42993,074089,074089,12,4
3.50568,7.67199,1082,1082,1,0,74,90,D,42994,074090,074090,12,4
3.58803,7.78452,1083,1083,1,0,74,91,D,42995,074091,074091,12,4
3.11508,7.14451,1524,1524,1,0,115,36,D,39964,115036,115036,12,4
3.06357,7.07561,1525,1525,1,0,115,37,D,39965,115037,115037,12,4
2.86015,6.80478,1778,1778,1,0,131,42,D,40218,131042,131042,12,4
4.89398,9.63622,2747,2747,1,0,195,19,D,41187,195019,195019,12,4
3.77398,8.03989,2755,2755,1,0,195,27,D,41195,195027,195027,12,4
3.67784,7.90751,2756,2756,1,0,195,28,D,41196,195028,195028,12,4
2.59333,6.4527,3280,3280,1,0,227,56,D,41720,227056,227056,12,4
2.58783,6.44548,3281,3281,1,0,227,57,D,41721,227057,227057,12,4
2.58388,6.44029,3286,3286,1,0,227,62,D,41726,227062,227062,12,4
2.58388,6.44029,62,62,1,0,1,62,D,45446,001062,001062,13,5
3.50554,7.67191,278,278,1,0,17,30,D,45662,017030,017030,13,5
3.42821,7.56676,279,279,1,0,17,31,D,45663,017031,017031,13,5
3.16904,7.21692,283,283,1,0,17,35,D,45667,017035,017035,13,5
3.0645,7.07688,285,285,1,0,17,37,D,45669,017037,017037,13,5
3.0175,7.01407,286,286,1,0,17,38,D,45670,017038,017038,13,5
2.97367,6.95566,287,287,1,0,17,39,D,45671,017039,017039,13,5
2.93285,6.90135,288,288,1,0,17,40,D,45672,017040,017040,13,5
2.89491,6.85092,289,289,1,0,17,41,D,45673,017041,017041,13,5
2.85975,6.80428,290,290,1,0,17,42,D,45674,017042,017042,13,5
2.67936,6.56581,297,297,1,0,17,49,D,45681,017049,017049,13,5
4.38494,8.89742,518,518,1,0,33,22,D,45902,033022,033022,13,5
4.24201,8.69406,519,519,1,0,33,23,D,45903,033023,033023,13,5
3.11508,7.14451,1572,1572,1,0,90,84,D,43236,090084,090084,13,4
3.16936,7.21738,1573,1573,1,0,90,85,D,43237,090085,090085,13,4
3.50501,7.67126,1766,1766,1,0,106,30,D,43430,106030,106030,13,5
2.97349,6.95543,2023,2023,1,0,122,39,D,43687,122039,122039,13,5
2.93301,6.90152,2024,2024,1,0,122,40,D,43688,122040,122040,13,5
2.85986,6.80439,2806,2806,1,0,170,78,D,44470,170078,170078,13,5
2.89491,6.85092,2807,2807,1,0,170,79,D,44471,170079,170079,13,5
4.89393,9.63618,2995,2995,1,0,186,19,D,44659,186019,186019,13,5
4.70892,9.36486,2996,2996,1,0,186,20,D,44660,186020,186020,13,5
5.31912,10.27278,3241,3241,1,0,202,17,D,44905,202017,202017,13,5
5.09628,9.93702,3242,3242,1,0,202,18,D,44906,202018,202018,13,5
3.98967,8.33931,3249,3249,1,0,202,25,D,44913,202025,202025,13,5
3.87781,8.18351,3250,3250,1,0,202,26,D,44914,202026,202026,13,5
3.50549,7.67183,3254,3254,1,0,202,30,D,44918,202030,202030,13,5
3.42826,7.56682,3255,3255,1,0,202,31,D,44919,202031,202031,13,5
3.35638,7.46944,3256,3256,1,0,202,32,D,44920,202032,202032,13,5
3.28945,7.37901,3257,3257,1,0,202,33,D,44921,202033,202033,13,5
3.2273,7.29519,3258,3258,1,0,202,34,D,44922,202034,202034,13,5
3.16907,7.21698,3259,3259,1,0,202,35,D,44923,202035,202035,13,5
2.7972,6.72137,3548,3548,1,0,218,76,D,45212,218076,218076,13,5
3.67789,7.90757,276,276,1,0,24,28,D,49380,024028,024028,14,6
3.58842,7.78504,277,277,1,0,24,29,D,49381,024029,024029,14,6
3.50545,7.67177,278,278,1,0,24,30,D,49382,024030,024030,14,6
2.93285,6.90135,288,288,1,0,24,40,D,49392,024040,024040,14,6
3.22816,7.29628,1078,1078,1,0,72,86,D,50182,072086,072086,14,6
3.28907,7.37844,1079,1079,1,0,72,87,D,50183,072087,072087,14,6
3.35611,7.46909,1080,1080,1,0,72,88,D,50184,072088,072088,14,6
3.42775,7.56618,1081,1081,1,0,72,89,D,50185,072089,072089,14,6
2.82771,6.76181,2027,2027,1,0,129,43,D,47411,129043,129043,14,6
4.89384,9.63603,2995,2995,1,0,193,19,D,48379,193019,193019,14,6
4.24221,8.69432,2999,2999,1,0,193,23,D,48383,193023,193023,14,6
3.67783,7.9075,3004,3004,1,0,193,28,D,48388,193028,193028,14,6
3.5884,7.78501,3005,3005,1,0,193,29,D,48389,193029,193029,14,6
3.35637,7.46943,3008,3008,1,0,193,32,D,48392,193032,193032,14,6
3.06441,7.07675,3555,3555,1,0,225,83,D,48939,225083,225083,14,6
3.50551,7.67184,30,30,1,0,15,30,D,52854,015030,015030,15,7
3.28943,7.37898,33,33,1,0,15,33,D,52857,015033,015033,15,7
3.22725,7.29513,34,34,1,0,15,34,D,52858,015034,015034,15,7
3.16913,7.21705,35,35,1,0,15,35,D,52859,015035,015035,15,7
3.11492,7.14435,36,36,1,0,15,36,D,52860,015036,015036,15,7
3.0645,7.07688,37,37,1,0,15,37,D,52861,015037,015037,15,7
3.01759,7.01419,38,38,1,0,15,38,D,52862,015038,015038,15,7
2.89506,6.85112,41,41,1,0,15,41,D,52865,015041,015041,15,7
2.85981,6.80436,42,42,1,0,15,42,D,52866,015042,015042,15,7
2.82726,6.76119,43,43,1,0,15,43,D,52867,015043,015043,15,7
4.24221,8.69432,271,271,1,0,31,23,D,53095,031023,031023,15,7
4.11082,8.50903,272,272,1,0,31,24,D,53096,031024,031024,15,7
3.98967,8.33932,273,273,1,0,31,25,D,53097,031025,031025,15,7
3.42836,7.56696,279,279,1,0,31,31,D,53103,031031,031031,15,7
5.31911,10.27278,2745,2745,1,0,200,17,D,52097,200017,200017,15,7
5.09628,9.93702,2746,2746,1,0,200,18,D,52098,200018,200018,15,7
4.89389,9.63611,2747,2747,1,0,200,19,D,52099,200019,200019,15,7
4.2422,8.69432,2751,2751,1,0,200,23,D,52103,200023,200023,15,7
4.11084,8.50904,2752,2752,1,0,200,24,D,52104,200024,200024,15,7
3.98966,8.33929,2753,2753,1,0,200,25,D,52105,200025,200025,15,7
3.8778,8.18349,2754,2754,1,0,200,26,D,52106,200026,200026,15,7
3.67784,7.90751,2756,2756,1,0,200,28,D,52108,200028,200028,15,7
3.5884,7.78501,2757,2757,1,0,200,29,D,52109,200029,200029,15,7
3.50549,7.67183,2758,2758,1,0,200,30,D,52110,200030,200030,15,7
3.42825,7.56682,2759,2759,1,0,200,31,D,52111,200031,200031,15,7
3.35637,7.46943,2760,2760,1,0,200,32,D,52112,200032,200032,15,7
3.28945,7.37901,2761,2761,1,0,200,33,D,52113,200033,200033,15,7
3.2273,7.29519,2762,2762,1,0,200,34,D,52114,200034,200034,15,7
2.6792,6.56561,71,71,1,0,6,71,D,56367,006071,006071,16,8
3.58842,7.78504,277,277,1,0,22,29,D,56573,022029,022029,16,8
3.35638,7.46945,280,280,1,0,22,32,D,56576,022032,022032,16,8
2.97367,6.95566,287,287,1,0,22,39,D,56583,022039,022039,16,8
2.93285,6.90135,288,288,1,0,22,40,D,56584,022040,022040,16,8
2.89497,6.851,289,289,1,0,22,41,D,56585,022041,022041,16,8
3.01844,7.01528,1570,1570,1,0,95,82,D,54146,095082,095082,16,7
3.11447,7.1438,1572,1572,1,0,95,84,D,54148,095084,095084,16,7
2.79717,6.72139,2028,2028,1,0,127,44,D,54604,127044,127044,16,8
2.76872,6.68369,2029,2029,1,0,127,45,D,54605,127045,127045,16,8
3.11501,7.14448,2812,2812,1,0,175,84,D,55388,175084,175084,16,8
6.47277,12.0962,2989,2989,1,0,191,13,D,55565,191013,191013,16,8
4.38466,8.897,2998,2998,1,0,191,22,D,55574,191022,191022,16,8
3.50554,7.67191,3006,3006,1,0,191,30,D,55582,191030,191030,16,8
4.24231,8.6944,3321,3321,1,0,207,97,D,55897,207097,207097,16,8
